Source Well,Dest Well,Volume,Compound
C15,G14,150,Cpd7_dose2
C16,O24,150,Cpd7_dose4
C17,F24,150,Cpd8_dose2
C18,G15,150,Cpd8_dose4
C19,F12,150,Cpd9_dose2
C20,P03,150,Cpd9_dose4
C21,J13,150,Cpd10_dose2
C22,C02,150,Cpd10_dose4
C23,N10,150,JUMP2_rep3
C24,C12,150,DMSO
D01,G22,150,JUMP2_rep2
D02,D07,150,DMSO
D03,C14,150,Cpd6_dose5
D04,H11,150,Cpd6_dose7
D05,M04,150,Cpd7_dose5
D06,N15,150,Cpd7_dose7
D07,M23,150,Cpd8_dose5
D08,N12,150,Cpd8_dose7
D09,I14,150,Cpd9_dose5
D10,G17,150,Cpd9_dose7
D11,K07,150,Cpd10_dose5
D12,H06,150,Cpd10_dose7
D13,F15,150,Cpd6_dose6
D14,N18,150,Cpd6_dose8
D15,B17,150,Cpd7_dose6
D16,K03,150,Cpd7_dose8
D17,A01,150,Cpd8_dose6
D18,I17,150,Cpd8_dose8
D19,M18,150,Cpd9_dose6
D20,A02,150,Cpd9_dose8
D21,L20,150,Cpd10_dose6
D22,E19,150,Cpd10_dose8
D23,O23,150,JUMP2_rep4
D24,D24,150,DMSO
E01,B11,150,JUMP3_rep1
E02,E01,150,DMSO
E03,N24,150,Cpd11_dose1
E04,E06,150,Cpd11_dose3
E05,F10,150,Cpd12_dose1
E06,K08,150,Cpd12_dose3
E07,D15,150,Cpd13_dose1
E08,K12,150,Cpd13_dose3
E09,N09,150,Cpd14_dose1
E10,B16,150,Cpd14_dose3
E11,K05,150,Cpd15_dose1
E12,E02,150,Cpd15_dose3
E13,G07,150,Cpd11_dose2
E14,P16,150,Cpd11_dose4
E15,I18,150,Cpd12_dose2
E16,C01,150,Cpd12_dose4
E17,E18,150,Cpd13_dose2
E18,L24,150,Cpd13_dose4
E19,F23,150,Cpd14_dose2
E20,H01,150,Cpd14_dose4
E21,C09,150,Cpd15_dose2
E22,F07,150,Cpd15_dose4
E23,D20,150,JUMP3_rep3
E24,E17,150,DMSO
F01,D05,150,JUMP3_rep2
F02,F06,150,DMSO
F03,C08,150,Cpd11_dose5
F04,K20,150,Cpd11_dose7
F05,E23,150,Cpd12_dose5
F06,N05,150,Cpd12_dose7
F07,M10,150,Cpd13_dose5
F08,N02,150,Cpd13_dose7
F09,E04,150,Cpd14_dose5
F10,J22,150,Cpd14_dose7
F11,M14,150,Cpd15_dose5
F12,L18,150,Cpd15_dose7
F13,O13,150,Cpd11_dose6
F14,B05,150,Cpd11_dose8
F15,B22,150,Cpd12_dose6
F16,P15,150,Cpd12_dose8
F17,C23,150,Cpd13_dose6
F18,G01,150,Cpd13_dose8
F19,M11,150,Cpd14_dose6
F20,P17,150,Cpd14_dose8
F21,H24,150,Cpd15_dose6
F22,P22,150,Cpd15_dose8
F23,N03,150,JUMP3_rep4
F24,F21,150,DMSO
G01,A08,150,JUMP4_rep1
G02,G02,150,DMSO
G03,B13,150,Cpd16_dose1
G04,E14,150,Cpd16_dose3
G05,J06,150,Cpd17_dose1
G06,K16,150,Cpd17_dose3
G07,L01,150,Cpd18_dose1
G08,G21,150,Cpd18_dose3
G09,I01,150,Cpd19_dose1
G10,J24,150,Cpd19_dose3
G11,B07,150,Cpd20_dose1
G12,E22,150,Cpd20_dose3
G13,C10,150,Cpd16_dose2
G14,K11,150,Cpd16_dose4
G15,H17,150,Cpd17_dose2
G16,G04,150,Cpd17_dose4
G17,M22,150,Cpd18_dose2
G18,B03,150,Cpd18_dose4
G19,K22,150,Cpd19_dose2
G20,A07,150,Cpd19_dose4
G21,H10,150,Cpd20_dose2
G22,M02,150,Cpd20_dose4
G23,F03,150,JUMP4_rep3
G24,G11,150,DMSO
H01,E09,150,JUMP4_rep2
H02,H21,150,DMSO
H03,N19,150,Cpd16_dose5
H04,O01,150,Cpd16_dose7
H05,P21,150,Cpd17_dose5
H06,B23,150,Cpd17_dose7
H07,F04,150,Cpd18_dose5
H08,K18,150,Cpd18_dose7
H09,N23,150,Cpd19_dose5
H10,D03,150,Cpd19_dose7
H11,N08,150,Cpd20_dose5
H12,C13,150,Cpd20_dose7
H13,M24,150,Cpd16_dose6
H14,G03,150,Cpd16_dose8
H15,O02,150,Cpd17_dose6
H16,C07,150,Cpd17_dose8
H17,D11,150,Cpd18_dose6
H18,O17,150,Cpd18_dose8
H19,H19,150,Cpd19_dose6
H20,E12,150,Cpd19_dose8
H21,J21,150,Cpd20_dose6
H22,I19,150,Cpd20_dose8
H23,P20,150,JUMP4_rep4
H24,H23,150,DMSO
I01,C17,150,JUMP5_rep1
I02,I06,150,DMSO
I03,K17,150,Cpd21_dose1
I04,E05,150,Cpd21_dose3
I05,C06,150,Cpd22_dose1
I06,F19,150,Cpd22_dose3
I07,M19,150,Cpd23_dose1
I08,D01,150,Cpd23_dose3
I09,E03,150,Cpd24_dose1
I10,K10,150,Cpd24_dose3
I11,K21,150,Cpd25_dose1
I12,C18,150,Cpd25_dose3
I13,O14,150,Cpd21_dose2
I14,L15,150,Cpd21_dose4
I15,P24,150,Cpd22_dose2
I16,J18,150,Cpd22_dose4
I17,J12,150,Cpd23_dose2
I18,P11,150,Cpd23_dose4
I19,B21,150,Cpd24_dose2
I20,D18,150,Cpd24_dose4
I21,E11,150,Cpd25_dose2
I22,D06,150,Cpd25_dose4
I23,M01,150,JUMP5_rep3
I24,I08,150,DMSO
J01,J10,150,JUMP5_rep2
J02,J14,150,DMSO
J03,I07,150,Cpd21_dose5
J04,G09,150,Cpd21_dose7
J05,L10,150,Cpd22_dose5
J06,I15,150,Cpd22_dose7
J07,I23,150,Cpd23_dose5
J08,C22,150,Cpd23_dose7
J09,P08,150,Cpd24_dose5
J10,M13,150,Cpd24_dose7
J11,A15,150,Cpd25_dose5
J12,L07,150,Cpd25_dose7
J13,A13,150,Cpd21_dose6
J14,B06,150,Cpd21_dose8
J15,H04,150,Cpd22_dose6
J16,B01,150,Cpd22_dose8
J17,B20,150,Cpd23_dose6
J18,H05,150,Cpd23_dose8
J19,N07,150,Cpd24_dose6
J20,C16,150,Cpd24_dose8
J21,P13,150,Cpd25_dose6
J22,I10,150,Cpd25_dose8
J23,O06,150,JUMP5_rep4
J24,J16,150,DMSO
K01,A14,150,JUMP6_rep1
K02,K04,150,DMSO
K03,A09,150,Cpd26_dose1
K04,J15,150,Cpd26_dose3
K05,K06,150,Cpd27_dose1
K06,E24,150,Cpd27_dose3
K07,L22,150,Cpd28_dose1
K08,J02,150,Cpd28_dose3
K09,A22,150,Cpd29_dose1
K10,L03,150,Cpd29_dose3
K11,L16,150,Cpd30_dose1
K12,H15,150,Cpd30_dose3
K13,H16,150,Cpd26_dose2
K14,N04,150,Cpd26_dose4
K15,C15,150,Cpd27_dose2
K16,J11,150,Cpd27_dose4
K17,H13,150,Cpd28_dose2
K18,F08,150,Cpd28_dose4
K19,I05,150,Cpd29_dose2
K20,K13,150,Cpd29_dose4
K21,F02,150,Cpd30_dose2
K22,N20,150,Cpd30_dose4
K23,H07,150,JUMP6_rep3
K24,K19,150,DMSO
L01,C19,150,JUMP6_rep2
L02,L09,150,DMSO
L03,E21,150,Cpd26_dose5
L04,I20,150,Cpd26_dose7
L05,M12,150,Cpd27_dose5
L06,D22,150,Cpd27_dose7
L07,P05,150,Cpd28_dose5
L08,M09,150,Cpd28_dose7
L09,F20,150,Cpd29_dose5
L10,O04,150,Cpd29_dose7
L11,I11,150,Cpd30_dose5
L12,D08,150,Cpd30_dose7
L13,K01,150,Cpd26_dose6
L14,G10,150,Cpd26_dose8
L15,G13,150,Cpd27_dose6
L16,I03,150,Cpd27_dose8
L17,G20,150,Cpd28_dose6
L18,D21,150,Cpd28_dose8
L19,D23,150,Cpd29_dose6
L20,E08,150,Cpd29_dose8
L21,J23,150,Cpd30_dose6
L22,A05,150,Cpd30_dose8
L23,I24,150,JUMP6_rep4
L24,L13,150,DMSO
M01,B04,150,JUMP7_rep1
M02,M05,150,DMSO
M03,D02,150,Cpd31_dose1
M04,H18,150,Cpd31_dose3
M05,I21,150,Cpd32_dose1
M06,G05,150,Cpd32_dose3
M07,L12,150,Cpd33_dose1
M08,J17,150,Cpd33_dose3
M09,A03,150,Cpd34_dose1
M10,H14,150,Cpd34_dose3
M11,G08,150,Cpd35_dose1
M12,N01,150,Cpd35_dose3
M13,N16,150,Cpd31_dose2
M14,L23,150,Cpd31_dose4
M15,A16,150,Cpd32_dose2
M16,P10,150,Cpd32_dose4
M17,A18,150,Cpd33_dose2
M18,D04,150,Cpd33_dose4
M19,F09,150,Cpd34_dose2
M20,I16,150,Cpd34_dose4
M21,K14,150,Cpd35_dose2
M22,D09,150,Cpd35_dose4
M23,H09,150,JUMP7_rep3
M24,M16,150,DMSO
N01,G24,150,JUMP7_rep2
N02,N14,150,DMSO
N03,A11,150,Cpd31_dose5
N04,I04,150,Cpd31_dose7
N05,F18,150,Cpd32_dose5
N06,N13,150,Cpd32_dose7
N07,O05,150,Cpd33_dose5
N08,G16,150,Cpd33_dose7
N09,L21,150,Cpd34_dose5
N10,D12,150,Cpd34_dose7
N11,F17,150,Cpd35_dose5
N12,P23,150,Cpd35_dose7
N13,E15,150,Cpd31_dose6
N14,J08,150,Cpd31_dose8
N15,B02,150,Cpd32_dose6
N16,O08,150,Cpd32_dose8
N17,M03,150,Cpd33_dose6
N18,F22,150,Cpd33_dose8
N19,J05,150,Cpd34_dose6
N20,O18,150,Cpd34_dose8
N21,H03,150,Cpd35_dose6
N22,O20,150,Cpd35_dose8
N23,I22,150,JUMP7_rep4
N24,N22,150,DMSO
O01,K15,150,JUMP8_rep1
O02,O12,150,DMSO
O03,O21,150,Cpd36_dose1
O04,C20,150,Cpd36_dose3
O05,D13,150,Cpd37_dose1
O06,G12,150,Cpd37_dose3
O07,J04,150,Cpd38_dose1
O08,I12,150,Cpd38_dose3
O09,J20,150,Cpd39_dose1
O10,M07,150,Cpd39_dose3
O11,N17,150,Cpd40_dose1
O12,E07,150,Cpd40_dose3
O13,I13,150,Cpd36_dose2
O14,A04,150,Cpd36_dose4
O15,I02,150,Cpd37_dose2
O16,O16,150,Cpd37_dose4
O17,L02,150,Cpd38_dose2
O18,G18,150,Cpd38_dose4
O19,H12,150,Cpd39_dose2
O20,G23,150,Cpd39_dose4
O21,F11,150,Cpd40_dose2
O22,G19,150,Cpd40_dose4
O23,M21,150,JUMP8_rep3
O24,O19,150,DMSO
P01,L17,150,JUMP8_rep2
P02,P02,150,DMSO
P03,F14,150,Cpd36_dose5
P04,P07,150,Cpd36_dose7
P05,L14,150,Cpd37_dose5
P06,J09,150,Cpd37_dose7
P07,H08,150,Cpd38_dose5
P08,O22,150,Cpd38_dose7
P09,L05,150,Cpd39_dose5
P10,O11,150,Cpd39_dose7
P11,H02,150,Cpd40_dose5
P12,M20,150,Cpd40_dose7
P13,G06,150,Cpd36_dose6
P14,N11,150,Cpd36_dose8
P15,H22,150,Cpd37_dose6
P16,A06,150,Cpd37_dose8
P17,D16,150,Cpd38_dose6
P18,A24,150,Cpd38_dose8
P19,A17,150,Cpd39_dose6
P20,D14,150,Cpd39_dose8
P21,O15,150,Cpd40_dose6
P22,I09,150,Cpd40_dose8
P23,P18,150,JUMP8_rep4
P24,P04,150,DMSO
