plateID,well,cmpdname,CONCuM,cmpdnum,VOLuL
plate_4,H12,comp146,146,comp146_146,
plate_4,H13,comp187,187,comp187_187,
plate_4,H14,comp62,62,comp62_62,
plate_4,H15,comp76,76,comp76_76,
plate_4,H16,comp82,82,comp82_82,
plate_4,H17,ctrl8,1,ctrl8_1,
plate_4,H18,comp205,205,comp205_205,
plate_4,H19,comp230,230,comp230_230,
plate_4,H20,comp272,272,comp272_272,
plate_4,H21,comp35,35,comp35_35,
plate_4,H22,comp204,204,comp204_204,
plate_4,H23,comp93,93,comp93_93,
plate_4,H24,ctrl7,1,ctrl7_1,
plate_4,I01,ctrl5,1,ctrl5_1,
plate_4,I02,comp1,1,comp1_1,
plate_4,I03,comp162,162,comp162_162,
plate_4,I04,comp189,189,comp189_189,
plate_4,I05,comp61,61,comp61_61,
plate_4,I06,comp185,185,comp185_185,
plate_4,I07,comp267,267,comp267_267,
plate_4,I08,comp131,131,comp131_131,
plate_4,I09,comp72,72,comp72_72,
plate_4,I10,comp191,191,comp191_191,
plate_4,I11,ctrl2,1,ctrl2_1,
plate_4,I12,comp157,157,comp157_157,
plate_4,I13,comp52,52,comp52_52,
plate_4,I14,comp208,208,comp208_208,
plate_4,I15,comp109,109,comp109_109,
plate_4,I16,DMSO,0,DMSO_0,
plate_4,I17,comp226,226,comp226_226,
plate_4,I18,comp285,285,comp285_285,
plate_4,I19,DMSO,0,DMSO_0,
plate_4,I20,comp175,175,comp175_175,
plate_4,I21,comp21,21,comp21_21,
plate_4,I22,comp13,13,comp13_13,
plate_4,I23,comp96,96,comp96_96,
plate_4,I24,comp217,217,comp217_217,
plate_4,J01,comp247,247,comp247_247,
plate_4,J02,comp22,22,comp22_22,
plate_4,J03,comp166,166,comp166_166,
plate_4,J04,ctrl3,1,ctrl3_1,
plate_4,J05,comp248,248,comp248_248,
plate_4,J06,DMSO,0,DMSO_0,
plate_4,J07,comp310,310,comp310_310,
plate_4,J08,comp124,124,comp124_124,
plate_4,J09,comp183,183,comp183_183,
plate_4,J10,comp137,137,comp137_137,
plate_4,J11,comp292,292,comp292_292,
plate_4,J12,comp113,113,comp113_113,
plate_4,J13,comp98,98,comp98_98,
plate_4,J14,ctrl1,1,ctrl1_1,
plate_4,J15,comp224,224,comp224_224,
plate_4,J16,comp276,276,comp276_276,
plate_4,J17,comp261,261,comp261_261,
plate_4,J18,comp300,300,comp300_300,
plate_4,J19,comp159,159,comp159_159,
plate_4,J20,comp138,138,comp138_138,
plate_4,J21,comp280,280,comp280_280,
plate_4,J22,comp145,145,comp145_145,
plate_4,J23,comp102,102,comp102_102,
plate_4,J24,DMSO,0,DMSO_0,
plate_4,K01,ctrl6,1,ctrl6_1,
plate_4,K02,comp306,306,comp306_306,
plate_4,K03,comp196,196,comp196_196,
plate_4,K04,comp59,59,comp59_59,
plate_4,K05,comp320,320,comp320_320,
plate_4,K06,comp5,5,comp5_5,
plate_4,K07,comp51,51,comp51_51,
plate_4,K08,comp290,290,comp290_290,
plate_4,K09,comp186,186,comp186_186,
plate_4,K10,comp275,275,comp275_275,
plate_4,K11,comp152,152,comp152_152,
plate_4,K12,DMSO,0,DMSO_0,
plate_4,K13,comp172,172,comp172_172,
plate_4,K14,comp288,288,comp288_288,
plate_4,K15,DMSO,0,DMSO_0,
plate_4,K16,comp182,182,comp182_182,
plate_4,K17,comp136,136,comp136_136,
plate_4,K18,comp316,316,comp316_316,
plate_4,K19,comp150,150,comp150_150,
plate_4,K20,comp4,4,comp4_4,
plate_4,K21,comp40,40,comp40_40,
plate_4,K22,comp238,238,comp238_238,
plate_4,K23,ctrl3,1,ctrl3_1,
plate_4,K24,comp99,99,comp99_99,
plate_4,L01,comp50,50,comp50_50,
plate_4,L02,DMSO,0,DMSO_0,
plate_4,L03,comp44,44,comp44_44,
plate_4,L04,comp221,221,comp221_221,
plate_4,L05,ctrl2,1,ctrl2_1,
plate_4,L06,comp84,84,comp84_84,
plate_4,L07,comp119,119,comp119_119,
plate_4,L08,comp83,83,comp83_83,
plate_4,L09,comp283,283,comp283_283,
plate_4,L10,comp154,154,comp154_154,
plate_4,L11,comp101,101,comp101_101,
plate_4,L12,comp103,103,comp103_103,
plate_4,L13,comp298,298,comp298_298,
plate_4,L14,ctrl7,1,ctrl7_1,
plate_4,L15,comp237,237,comp237_237,
plate_4,L16,comp42,42,comp42_42,
plate_4,L17,DMSO,0,DMSO_0,
plate_4,L18,comp148,148,comp148_148,
plate_4,L19,comp193,193,comp193_193,
plate_4,L20,comp15,15,comp15_15,
plate_4,L21,comp105,105,comp105_105,
plate_4,L22,comp315,315,comp315_315,
plate_4,L23,comp241,241,comp241_241,
plate_4,L24,comp266,266,comp266_266,
plate_4,M01,comp32,32,comp32_32,
plate_4,M02,comp169,169,comp169_169,
plate_4,M03,comp69,69,comp69_69,
plate_4,M04,comp111,111,comp111_111,
plate_4,M05,comp19,19,comp19_19,
plate_4,M06,comp207,207,comp207_207,
plate_4,M07,comp256,256,comp256_256,
plate_4,M08,DMSO,0,DMSO_0,
plate_4,M09,comp24,24,comp24_24,
plate_4,M10,comp49,49,comp49_49,
plate_4,M11,comp132,132,comp132_132,
plate_4,M12,ctrl2,1,ctrl2_1,
plate_4,M13,comp263,263,comp263_263,
plate_4,M14,comp242,242,comp242_242,
plate_4,M15,comp223,223,comp223_223,
plate_4,M16,ctrl6,1,ctrl6_1,
plate_4,M17,comp149,149,comp149_149,
plate_4,M18,comp31,31,comp31_31,
plate_4,M19,comp128,128,comp128_128,
plate_4,M20,comp250,250,comp250_250,
plate_4,M21,comp16,16,comp16_16,
plate_4,M22,comp53,53,comp53_53,
plate_4,M23,comp34,34,comp34_34,
plate_4,M24,DMSO,0,DMSO_0,
plate_4,N01,comp23,23,comp23_23,
plate_4,N02,comp170,170,comp170_170,
plate_4,N03,DMSO,0,DMSO_0,
plate_4,N04,comp110,110,comp110_110,
plate_4,N05,comp243,243,comp243_243,
plate_4,N06,comp255,255,comp255_255,
plate_4,N07,comp77,77,comp77_77,
plate_4,N08,comp29,29,comp29_29,
plate_4,N09,comp43,43,comp43_43,
plate_4,N10,DMSO,0,DMSO_0,
plate_4,N11,comp125,125,comp125_125,
plate_4,N12,comp281,281,comp281_281,
plate_4,N13,comp87,87,comp87_87,
plate_4,N14,comp58,58,comp58_58,
plate_4,N15,comp308,308,comp308_308,
plate_4,N16,comp123,123,comp123_123,
plate_4,N17,comp141,141,comp141_141,
plate_4,N18,comp116,116,comp116_116,
plate_4,N19,comp97,97,comp97_97,
plate_4,N20,comp133,133,comp133_133,
plate_4,N21,ctrl1,1,ctrl1_1,
plate_4,N22,comp120,120,comp120_120,
plate_4,N23,ctrl3,1,ctrl3_1,
plate_4,N24,comp39,39,comp39_39,
plate_4,O01,comp258,258,comp258_258,
plate_4,O02,comp212,212,comp212_212,
plate_4,O03,comp55,55,comp55_55,
plate_4,O04,comp293,293,comp293_293,
plate_4,O05,DMSO,0,DMSO_0,
plate_4,O06,comp260,260,comp260_260,
plate_4,O07,comp14,14,comp14_14,
plate_4,O08,ctrl4,1,ctrl4_1,
plate_4,O09,comp299,299,comp299_299,
plate_4,O10,comp297,297,comp297_297,
plate_4,O11,comp57,57,comp57_57,
plate_4,O12,comp47,47,comp47_47,
plate_4,O13,DMSO,0,DMSO_0,
plate_4,O14,comp70,70,comp70_70,
plate_4,O15,comp78,78,comp78_78,
plate_4,O16,comp252,252,comp252_252,
plate_4,O17,comp295,295,comp295_295,
plate_4,O18,ctrl7,1,ctrl7_1,
plate_4,O19,comp11,11,comp11_11,
plate_4,O20,comp192,192,comp192_192,
plate_4,O21,comp118,118,comp118_118,
plate_4,O22,comp213,213,comp213_213,
plate_4,O23,comp264,264,comp264_264,
plate_4,O24,comp108,108,comp108_108,
plate_4,P01,comp75,75,comp75_75,
plate_4,P02,comp81,81,comp81_81,
plate_4,P03,comp91,91,comp91_91,
plate_4,P04,comp160,160,comp160_160,
plate_4,P05,comp158,158,comp158_158,
plate_4,P06,comp262,262,comp262_262,
plate_4,P07,DMSO,0,DMSO_0,
plate_4,P08,comp10,10,comp10_10,
plate_4,P09,ctrl6,1,ctrl6_1,
plate_4,P10,comp112,112,comp112_112,
plate_4,P11,comp302,302,comp302_302,
plate_4,P12,comp271,271,comp271_271,
plate_4,P13,comp122,122,comp122_122,
plate_4,P14,comp303,303,comp303_303,
plate_4,P15,comp17,17,comp17_17,
plate_4,P16,comp117,117,comp117_117,
plate_4,P17,comp27,27,comp27_27,
plate_4,P18,comp25,25,comp25_25,
plate_4,P19,comp167,167,comp167_167,
plate_4,P20,DMSO,0,DMSO_0,
plate_4,P21,comp30,30,comp30_30,
plate_4,P22,ctrl8,1,ctrl8_1,
plate_4,P23,comp198,198,comp198_198,
plate_4,P24,comp199,199,comp199_199,
