plateID,well,cmpdname,CONCuM,cmpdnum,VOLuL
plate_3,C17,comp122,122,comp122_122,
plate_3,C18,comp151,151,comp151_151,
plate_3,C19,comp297,297,comp297_297,
plate_3,C20,comp282,282,comp282_282,
plate_3,C21,comp166,166,comp166_166,
plate_3,C22,comp10,10,comp10_10,
plate_3,C23,DMSO,0,DMSO_0,
plate_3,C24,comp299,299,comp299_299,
plate_3,D01,comp238,238,comp238_238,
plate_3,D02,ctrl2,1,ctrl2_1,
plate_3,D03,comp229,229,comp229_229,
plate_3,D04,comp141,141,comp141_141,
plate_3,D05,comp183,183,comp183_183,
plate_3,D06,comp116,116,comp116_116,
plate_3,D07,comp210,210,comp210_210,
plate_3,D08,comp30,30,comp30_30,
plate_3,D09,DMSO,0,DMSO_0,
plate_3,D10,comp129,129,comp129_129,
plate_3,D11,comp190,190,comp190_190,
plate_3,D12,comp231,231,comp231_231,
plate_3,D13,comp284,284,comp284_284,
plate_3,D14,DMSO,0,DMSO_0,
plate_3,D15,comp247,247,comp247_247,
plate_3,D16,comp153,153,comp153_153,
plate_3,D17,ctrl7,1,ctrl7_1,
plate_3,D18,comp264,264,comp264_264,
plate_3,D19,comp163,163,comp163_163,
plate_3,D20,comp291,291,comp291_291,
plate_3,D21,comp107,107,comp107_107,
plate_3,D22,comp174,174,comp174_174,
plate_3,D23,comp63,63,comp63_63,
plate_3,D24,comp311,311,comp311_311,
plate_3,E01,comp7,7,comp7_7,
plate_3,E02,comp104,104,comp104_104,
plate_3,E03,comp188,188,comp188_188,
plate_3,E04,comp267,267,comp267_267,
plate_3,E05,comp263,263,comp263_263,
plate_3,E06,comp48,48,comp48_48,
plate_3,E07,comp126,126,comp126_126,
plate_3,E08,ctrl2,1,ctrl2_1,
plate_3,E09,comp78,78,comp78_78,
plate_3,E10,ctrl5,1,ctrl5_1,
plate_3,E11,comp94,94,comp94_94,
plate_3,E12,comp50,50,comp50_50,
plate_3,E13,comp111,111,comp111_111,
plate_3,E14,comp81,81,comp81_81,
plate_3,E15,comp243,243,comp243_243,
plate_3,E16,comp269,269,comp269_269,
plate_3,E17,comp223,223,comp223_223,
plate_3,E18,comp60,60,comp60_60,
plate_3,E19,comp85,85,comp85_85,
plate_3,E20,comp14,14,comp14_14,
plate_3,E21,DMSO,0,DMSO_0,
plate_3,E22,comp185,185,comp185_185,
plate_3,E23,comp158,158,comp158_158,
plate_3,E24,DMSO,0,DMSO_0,
plate_3,F01,ctrl6,1,ctrl6_1,
plate_3,F02,comp69,69,comp69_69,
plate_3,F03,comp224,224,comp224_224,
plate_3,F04,DMSO,0,DMSO_0,
plate_3,F05,comp162,162,comp162_162,
plate_3,F06,comp155,155,comp155_155,
plate_3,F07,comp233,233,comp233_233,
plate_3,F08,comp150,150,comp150_150,
plate_3,F09,comp255,255,comp255_255,
plate_3,F10,comp40,40,comp40_40,
plate_3,F11,comp108,108,comp108_108,
plate_3,F12,comp241,241,comp241_241,
plate_3,F13,comp67,67,comp67_67,
plate_3,F14,comp27,27,comp27_27,
plate_3,F15,ctrl5,1,ctrl5_1,
plate_3,F16,comp8,8,comp8_8,
plate_3,F17,comp197,197,comp197_197,
plate_3,F18,DMSO,0,DMSO_0,
plate_3,F19,comp76,76,comp76_76,
plate_3,F20,comp146,146,comp146_146,
plate_3,F21,comp173,173,comp173_173,
plate_3,F22,comp167,167,comp167_167,
plate_3,F23,comp265,265,comp265_265,
plate_3,F24,comp29,29,comp29_29,
plate_3,G01,comp268,268,comp268_268,
plate_3,G02,comp3,3,comp3_3,
plate_3,G03,comp136,136,comp136_136,
plate_3,G04,comp218,218,comp218_218,
plate_3,G05,comp79,79,comp79_79,
plate_3,G06,DMSO,0,DMSO_0,
plate_3,G07,comp296,296,comp296_296,
plate_3,G08,DMSO,0,DMSO_0,
plate_3,G09,comp95,95,comp95_95,
plate_3,G10,comp235,235,comp235_235,
plate_3,G11,comp256,256,comp256_256,
plate_3,G12,comp302,302,comp302_302,
plate_3,G13,comp4,4,comp4_4,
plate_3,G14,comp201,201,comp201_201,
plate_3,G15,comp176,176,comp176_176,
plate_3,G16,ctrl1,1,ctrl1_1,
plate_3,G17,comp254,254,comp254_254,
plate_3,G18,comp214,214,comp214_214,
plate_3,G19,comp294,294,comp294_294,
plate_3,G20,comp59,59,comp59_59,
plate_3,G21,comp180,180,comp180_180,
plate_3,G22,comp109,109,comp109_109,
plate_3,G23,ctrl6,1,ctrl6_1,
plate_3,G24,comp272,272,comp272_272,
plate_3,H01,DMSO,0,DMSO_0,
plate_3,H02,comp44,44,comp44_44,
plate_3,H03,comp159,159,comp159_159,
plate_3,H04,comp130,130,comp130_130,
plate_3,H05,comp91,91,comp91_91,
plate_3,H06,comp219,219,comp219_219,
plate_3,H07,comp191,191,comp191_191,
plate_3,H08,comp38,38,comp38_38,
plate_3,H09,comp66,66,comp66_66,
plate_3,H10,comp114,114,comp114_114,
plate_3,H11,comp244,244,comp244_244,
plate_3,H12,DMSO,0,DMSO_0,
plate_3,H13,comp206,206,comp206_206,
plate_3,H14,comp315,315,comp315_315,
plate_3,H15,comp216,216,comp216_216,
plate_3,H16,comp278,278,comp278_278,
plate_3,H17,comp137,137,comp137_137,
plate_3,H18,comp52,52,comp52_52,
plate_3,H19,comp92,92,comp92_92,
plate_3,H20,comp51,51,comp51_51,
plate_3,H21,comp306,306,comp306_306,
plate_3,H22,ctrl8,1,ctrl8_1,
plate_3,H23,comp280,280,comp280_280,
plate_3,H24,ctrl8,1,ctrl8_1,
plate_3,I01,comp236,236,comp236_236,
plate_3,I02,comp43,43,comp43_43,
plate_3,I03,DMSO,0,DMSO_0,
plate_3,I04,comp127,127,comp127_127,
plate_3,I05,comp80,80,comp80_80,
plate_3,I06,comp200,200,comp200_200,
plate_3,I07,comp228,228,comp228_228,
plate_3,I08,comp179,179,comp179_179,
plate_3,I09,DMSO,0,DMSO_0,
plate_3,I10,comp145,145,comp145_145,
plate_3,I11,comp97,97,comp97_97,
plate_3,I12,comp33,33,comp33_33,
plate_3,I13,comp246,246,comp246_246,
plate_3,I14,ctrl4,1,ctrl4_1,
plate_3,I15,comp292,292,comp292_292,
plate_3,I16,comp113,113,comp113_113,
plate_3,I17,comp39,39,comp39_39,
plate_3,I18,comp307,307,comp307_307,
plate_3,I19,comp90,90,comp90_90,
plate_3,I20,comp87,87,comp87_87,
plate_3,I21,ctrl1,1,ctrl1_1,
plate_3,I22,comp25,25,comp25_25,
plate_3,I23,comp270,270,comp270_270,
plate_3,I24,comp245,245,comp245_245,
plate_3,J01,comp149,149,comp149_149,
plate_3,J02,comp12,12,comp12_12,
plate_3,J03,comp314,314,comp314_314,
plate_3,J04,comp250,250,comp250_250,
plate_3,J05,comp13,13,comp13_13,
plate_3,J06,comp273,273,comp273_273,
plate_3,J07,ctrl3,1,ctrl3_1,
plate_3,J08,comp257,257,comp257_257,
plate_3,J09,comp61,61,comp61_61,
plate_3,J10,comp18,18,comp18_18,
plate_3,J11,DMSO,0,DMSO_0,
plate_3,J12,comp65,65,comp65_65,
plate_3,J13,ctrl5,1,ctrl5_1,
plate_3,J14,comp212,212,comp212_212,
plate_3,J15,comp21,21,comp21_21,
plate_3,J16,comp148,148,comp148_148,
plate_3,J17,comp119,119,comp119_119,
plate_3,J18,comp71,71,comp71_71,
plate_3,J19,DMSO,0,DMSO_0,
plate_3,J20,comp35,35,comp35_35,
plate_3,J21,comp131,131,comp131_131,
plate_3,J22,comp316,316,comp316_316,
plate_3,J23,comp170,170,comp170_170,
plate_3,J24,comp258,258,comp258_258,
plate_3,K01,comp37,37,comp37_37,
plate_3,K02,comp118,118,comp118_118,
plate_3,K03,DMSO,0,DMSO_0,
plate_3,K04,comp308,308,comp308_308,
plate_3,K05,comp213,213,comp213_213,
plate_3,K06,comp112,112,comp112_112,
plate_3,K07,comp215,215,comp215_215,
plate_3,K08,comp283,283,comp283_283,
plate_3,K09,ctrl6,1,ctrl6_1,
plate_3,K10,comp56,56,comp56_56,
plate_3,K11,comp304,304,comp304_304,
plate_3,K12,comp319,319,comp319_319,
plate_3,K13,comp175,175,comp175_175,
plate_3,K14,comp128,128,comp128_128,
plate_3,K15,DMSO,0,DMSO_0,
plate_3,K16,comp74,74,comp74_74,
plate_3,K17,comp93,93,comp93_93,
plate_3,K18,ctrl5,1,ctrl5_1,
plate_3,K19,comp313,313,comp313_313,
plate_3,K20,comp301,301,comp301_301,
plate_3,K21,comp303,303,comp303_303,
plate_3,K22,comp298,298,comp298_298,
plate_3,K23,comp310,310,comp310_310,
plate_3,K24,comp293,293,comp293_293,
plate_3,L01,comp117,117,comp117_117,
plate_3,L02,comp161,161,comp161_161,
plate_3,L03,comp86,86,comp86_86,
plate_3,L04,comp300,300,comp300_300,
plate_3,L05,comp135,135,comp135_135,
plate_3,L06,comp286,286,comp286_286,
plate_3,L07,comp160,160,comp160_160,
plate_3,L08,ctrl7,1,ctrl7_1,
plate_3,L09,comp259,259,comp259_259,
plate_3,L10,DMSO,0,DMSO_0,
plate_3,L11,comp262,262,comp262_262,
plate_3,L12,comp251,251,comp251_251,
plate_3,L13,DMSO,0,DMSO_0,
plate_3,L14,comp11,11,comp11_11,
plate_3,L15,comp230,230,comp230_230,
plate_3,L16,comp234,234,comp234_234,
plate_3,L17,comp34,34,comp34_34,
plate_3,L18,comp26,26,comp26_26,
plate_3,L19,comp260,260,comp260_260,
plate_3,L20,comp142,142,comp142_142,
plate_3,L21,comp240,240,comp240_240,
plate_3,L22,comp309,309,comp309_309,
plate_3,L23,ctrl6,1,ctrl6_1,
plate_3,L24,comp242,242,comp242_242,
plate_3,M01,comp64,64,comp64_64,
plate_3,M02,comp164,164,comp164_164,
plate_3,M03,comp115,115,comp115_115,
plate_3,M04,comp83,83,comp83_83,
plate_3,M05,comp54,54,comp54_54,
plate_3,M06,DMSO,0,DMSO_0,
plate_3,M07,comp96,96,comp96_96,
plate_3,M08,comp99,99,comp99_99,
plate_3,M09,comp157,157,comp157_157,
plate_3,M10,comp172,172,comp172_172,
plate_3,M11,comp17,17,comp17_17,
plate_3,M12,ctrl8,1,ctrl8_1,
plate_3,M13,comp266,266,comp266_266,
plate_3,M14,comp249,249,comp249_249,
plate_3,M15,comp73,73,comp73_73,
plate_3,M16,ctrl4,1,ctrl4_1,
plate_3,M17,comp124,124,comp124_124,
plate_3,M18,comp193,193,comp193_193,
plate_3,M19,comp154,154,comp154_154,
plate_3,M20,comp232,232,comp232_232,
plate_3,M21,comp320,320,comp320_320,
plate_3,M22,comp134,134,comp134_134,
plate_3,M23,comp177,177,comp177_177,
plate_3,M24,DMSO,0,DMSO_0,
plate_3,N01,ctrl4,1,ctrl4_1,
plate_3,N02,comp226,226,comp226_226,
plate_3,N03,comp1,1,comp1_1,
plate_3,N04,ctrl3,1,ctrl3_1,
plate_3,N05,comp279,279,comp279_279,
plate_3,N06,comp121,121,comp121_121,
plate_3,N07,comp195,195,comp195_195,
plate_3,N08,comp227,227,comp227_227,
plate_3,N09,comp28,28,comp28_28,
plate_3,N10,comp20,20,comp20_20,
plate_3,N11,comp239,239,comp239_239,
plate_3,N12,comp106,106,comp106_106,
plate_3,N13,comp184,184,comp184_184,
plate_3,N14,comp222,222,comp222_222,
plate_3,N15,comp312,312,comp312_312,
plate_3,N16,comp220,220,comp220_220,
plate_3,N17,comp169,169,comp169_169,
plate_3,N18,comp156,156,comp156_156,
plate_3,N19,comp288,288,comp288_288,
plate_3,N20,DMSO,0,DMSO_0,
plate_3,N21,comp248,248,comp248_248,
plate_3,N22,DMSO,0,DMSO_0,
plate_3,N23,comp103,103,comp103_103,
plate_3,N24,comp181,181,comp181_181,
plate_3,O01,comp208,208,comp208_208,
plate_3,O02,DMSO,0,DMSO_0,
plate_3,O03,comp77,77,comp77_77,
plate_3,O04,comp75,75,comp75_75,
plate_3,O05,ctrl3,1,ctrl3_1,
plate_3,O06,comp24,24,comp24_24,
plate_3,O07,comp46,46,comp46_46,
plate_3,O08,comp32,32,comp32_32,
plate_3,O09,comp100,100,comp100_100,
plate_3,O10,comp68,68,comp68_68,
plate_3,O11,comp22,22,comp22_22,
plate_3,O12,comp182,182,comp182_182,
plate_3,O13,comp194,194,comp194_194,
plate_3,O14,comp9,9,comp9_9,
plate_3,O15,comp16,16,comp16_16,
plate_3,O16,comp125,125,comp125_125,
plate_3,O17,DMSO,0,DMSO_0,
plate_3,O18,comp41,41,comp41_41,
plate_3,O19,ctrl3,1,ctrl3_1,
plate_3,O20,comp317,317,comp317_317,
plate_3,O21,comp6,6,comp6_6,
plate_3,O22,comp89,89,comp89_89,
plate_3,O23,comp147,147,comp147_147,
plate_3,O24,comp133,133,comp133_133,
plate_3,P01,comp55,55,comp55_55,
plate_3,P02,comp120,120,comp120_120,
plate_3,P03,comp140,140,comp140_140,
plate_3,P04,DMSO,0,DMSO_0,
plate_3,P05,comp261,261,comp261_261,
plate_3,P06,ctrl7,1,ctrl7_1,
plate_3,P07,comp221,221,comp221_221,
plate_3,P08,comp84,84,comp84_84,
plate_3,P09,comp123,123,comp123_123,
plate_3,P10,comp281,281,comp281_281,
plate_3,P11,comp53,53,comp53_53,
plate_3,P12,comp196,196,comp196_196,
plate_3,P13,comp105,105,comp105_105,
plate_3,P14,comp143,143,comp143_143,
plate_3,P15,DMSO,0,DMSO_0,
plate_3,P16,comp23,23,comp23_23,
plate_3,P17,comp287,287,comp287_287,
plate_3,P18,comp225,225,comp225_225,
plate_3,P19,comp276,276,comp276_276,
plate_3,P20,ctrl7,1,ctrl7_1,
plate_3,P21,comp45,45,comp45_45,
plate_3,P22,comp171,171,comp171_171,
plate_3,P23,comp290,290,comp290_290,
plate_3,P24,comp47,47,comp47_47,
